area_fips,area_title,avg_emplvl_1990,avg_wkly_wage_1990,avg_emplvl_2015,avg_wkly_wage_2015,wage_pct_change
01001,"Autauga County, Alabama",7758,360,10326,676,0
01003,"Baldwin County, Alabama",26174,279,64517,623,1
01005,"Barbour County, Alabama",9208,312,8167,652,1
01007,"Bibb County, Alabama",3886,271,4002,675,1
01009,"Blount County, Alabama",7212,266,7932,614,1
01011,"Bullock County, Alabama",2963,266,2919,576,1
01013,"Butler County, Alabama",5893,297,6805,592,0
01015,"Calhoun County, Alabama",44945,347,43509,675,0
01017,"Chambers County, Alabama",13648,337,7959,638,0
01019,"Cherokee County, Alabama",4241,274,5083,606,1
01021,"Chilton County, Alabama",6081,279,9139,624,1
01023,"Choctaw County, Alabama",5426,487,3338,896,0
01025,"Clarke County, Alabama",8381,338,8253,689,1
01027,"Clay County, Alabama",4348,275,3861,592,1
01029,"Cleburne County, Alabama",2551,269,2175,754,1
01031,"Coffee County, Alabama",12241,279,15031,601,1
01033,"Colbert County, Alabama",22417,452,23311,778,0
01035,"Conecuh County, Alabama",3889,290,3504,605,1
01037,"Coosa County, Alabama",2157,304,1277,636,1
01039,"Covington County, Alabama",13342,287,12082,611,1
01041,"Crenshaw County, Alabama",3666,244,3733,629,1
01043,"Cullman County, Alabama",20174,325,26961,672,1
01045,"Dale County, Alabama",18250,370,16259,925,1
01047,"Dallas County, Alabama",16618,301,12756,660,1
01049,"DeKalb County, Alabama",18569,291,20660,606,1
01051,"Elmore County, Alabama",9518,312,18947,616,0
01053,"Escambia County, Alabama",12012,321,12710,699,1
01055,"Etowah County, Alabama",33568,370,34837,655,0
01057,"Fayette County, Alabama",5705,355,3897,598,0
01059,"Franklin County, Alabama",8139,288,9919,621,1
01061,"Geneva County, Alabama",5960,266,4848,580,1
01063,"Greene County, Alabama",2467,282,1722,581,1
01065,"Hale County, Alabama",3051,251,2761,642,1
01067,"Henry County, Alabama",4552,287,3384,664,1
01069,"Houston County, Alabama",40310,341,46175,739,1
01071,"Jackson County, Alabama",15557,347,15996,617,0
01073,"Jefferson County, Alabama",336772,439,334300,1067,1
01075,"Lamar County, Alabama",5719,308,3273,679,1
01077,"Lauderdale County, Alabama",26063,305,28484,623,1
01079,"Lawrence County, Alabama",6744,413,4577,618,0
01081,"Lee County, Alabama",33483,366,54476,685,0
01083,"Limestone County, Alabama",21058,516,22345,810,0
01085,"Lowndes County, Alabama",3034,371,2263,833,1
01087,"Macon County, Alabama",7040,320,4700,804,1
01089,"Madison County, Alabama",131051,473,183367,1053,1
01091,"Marengo County, Alabama",6802,314,6839,739,1
01093,"Marion County, Alabama",10262,312,9434,596,0
01095,"Marshall County, Alabama",29785,306,33940,634,1
01097,"Mobile County, Alabama",141470,390,165733,833,1
01099,"Monroe County, Alabama",10269,375,6076,753,1
01101,"Montgomery County, Alabama",111166,370,127495,802,1
01103,"Morgan County, Alabama",41110,371,46198,789,1
01105,"Perry County, Alabama",2817,255,2095,546,1
01107,"Pickens County, Alabama",4550,262,3707,675,1
01109,"Pike County, Alabama",10435,298,13548,727,1
01111,"Randolph County, Alabama",5408,297,4820,578,0
01113,"Russell County, Alabama",12420,330,13423,676,1
01115,"St. Clair County, Alabama",9236,313,18304,656,1
01117,"Shelby County, Alabama",27628,397,81646,991,1
01119,"Sumter County, Alabama",4690,301,3040,677,1
01121,"Talladega County, Alabama",23211,359,29362,787,1
01123,"Tallapoosa County, Alabama",16976,322,13100,601,0
01125,"Tuscaloosa County, Alabama",60126,389,90398,797,1
01127,"Walker County, Alabama",18361,388,18267,673,0
01129,"Washington County, Alabama",5289,516,3523,1123,1
01131,"Wilcox County, Alabama",3902,369,2719,781,1
01133,"Winston County, Alabama",8264,275,7217,595,1
02013,"Aleutian East Borough, Alaska",1307,426,2762,704,0
02016,"Aleutian West Census Area, Alaska",3930,469,4483,917,0
02020,"Anchorage Borough, Alaska",104850,579,151080,1102,0
02050,"Bethel Census Area, Alaska",4661,413,6746,752,0
02060,"Bristol Bay Borough, Alaska",724,417,508,949,1
02070,"Dillingham Census Area, Alaska",1951,393,2435,770,0
02090,"Fairbanks North Star Borough, Alaska",25243,511,35419,931,0
02100,"Haines Borough, Alaska",742,426,725,689,0
02110,"Juneau Borough, Alaska",13659,535,16731,977,0
02122,"Kenai Peninsula Borough, Alaska",11965,561,18702,924,0
02130,"Ketchikan Gateway Borough, Alaska",6824,528,6330,893,0
02150,"Kodiak Island Borough, Alaska",5360,408,6247,806,0
02170,"Matanuska-Susitna Borough, Alaska",6546,465,21455,768,0
02180,"Nome Census Area, Alaska",2731,469,3824,867,0
02185,"North Slope Borough, Alaska",6479,984,16463,2057,1
02188,"Northwest Arctic Borough, Alaska",2179,533,2761,1226,1
02220,"Sitka Borough, Alaska",3765,464,3862,804,0
02240,"Southeast Fairbanks Census Area, Alaska",1267,429,2368,1278,1
02261,"Valdez-Cordova Census Area, Alaska",3665,616,3915,1096,0
02270,"Wade Hampton Census Area, Alaska",1381,343,2261,477,0
02290,"Yukon-Koyukuk Census Area, Alaska",2260,446,1982,685,0
04001,"Apache County, Arizona",13752,388,17895,718,0
04003,"Cochise County, Arizona",25973,384,34966,790,1
04005,"Coconino County, Arizona",38107,318,58575,748,1
04007,"Gila County, Arizona",11026,388,14735,785,1
04009,"Graham County, Arizona",5591,322,8517,769,1
04011,"Greenlee County, Arizona",2786,552,4584,1545,1
04012,"La Paz County, Arizona",4519,317,5536,600,0
04013,"Maricopa County, Arizona",973055,428,1796067,986,1
04015,"Mohave County, Arizona",25691,315,46440,656,1
04017,"Navajo County, Arizona",19556,362,26114,705,0
04019,"Pima County, Arizona",249924,364,354417,819,1
04021,"Pinal County, Arizona",34378,375,58039,746,0
04023,"Santa Cruz County, Arizona",11524,315,14323,771,1
04025,"Yavapai County, Arizona",27018,319,58789,671,1
04027,"Yuma County, Arizona",46121,291,72770,640,1
05001,"Arkansas County, Arkansas",8330,319,9936,681,1
05003,"Ashley County, Arkansas",8982,397,6945,754,0
05005,"Baxter County, Arkansas",9832,282,14595,572,1
05007,"Benton County, Arkansas",42429,368,106226,1303,2
05009,"Boone County, Arkansas",12043,293,13615,649,1
05011,"Bradley County, Arkansas",3805,331,3768,567,0
05013,"Calhoun County, Arkansas",4165,401,2612,961,1
05015,"Carroll County, Arkansas",6162,277,10056,506,0
05017,"Chicot County, Arkansas",3608,261,3235,537,1
05019,"Clark County, Arkansas",7234,281,9048,597,1
05021,"Clay County, Arkansas",5651,254,3437,517,1
05023,"Cleburne County, Arkansas",4738,277,6565,560,1
05025,"Cleveland County, Arkansas",997,255,1009,526,1
05027,"Columbia County, Arkansas",9170,335,8291,693,1
05029,"Conway County, Arkansas",5771,331,6960,658,0
05031,"Craighead County, Arkansas",29082,326,46041,671,1
05033,"Crawford County, Arkansas",10860,302,19104,629,1
05035,"Crittenden County, Arkansas",13821,290,16497,598,1
05037,"Cross County, Arkansas",5457,287,5004,576,1
05039,"Dallas County, Arkansas",3416,299,2716,561,0
05041,"Desha County, Arkansas",4866,293,4396,601,1
05043,"Drew County, Arkansas",5780,306,6360,588,0
05045,"Faulkner County, Arkansas",20246,311,40518,722,1
05047,"Franklin County, Arkansas",3409,283,4472,656,1
05049,"Fulton County, Arkansas",1628,219,1880,490,1
05051,"Garland County, Arkansas",26672,292,35699,617,1
05053,"Grant County, Arkansas",3258,298,3922,653,1
05055,"Greene County, Arkansas",10457,311,15443,661,1
05057,"Hempstead County, Arkansas",7267,286,7690,609,1
05059,"Hot Spring County, Arkansas",6459,339,8386,620,0
05061,"Howard County, Arkansas",7256,298,7274,546,0
05063,"Independence County, Arkansas",13233,328,14661,632,0
05065,"Izard County, Arkansas",2774,274,3094,549,1
05067,"Jackson County, Arkansas",5677,317,5214,694,1
05069,"Jefferson County, Arkansas",32544,362,28212,711,0
05071,"Johnson County, Arkansas",5212,274,8365,568,1
05073,"Lafayette County, Arkansas",1975,275,1235,606,1
05075,"Lawrence County, Arkansas",4723,258,4076,544,1
05077,"Lee County, Arkansas",2227,257,1975,601,1
05079,"Lincoln County, Arkansas",2393,293,2948,625,1
05081,"Little River County, Arkansas",4927,468,3462,1082,1
05083,"Logan County, Arkansas",5243,264,5453,554,1
05085,"Lonoke County, Arkansas",7657,287,13479,581,1
05087,"Madison County, Arkansas",1996,269,3184,588,1
05089,"Marion County, Arkansas",2781,253,3722,1026,3
05091,"Miller County, Arkansas",12751,357,13194,668,0
05093,"Mississippi County, Arkansas",18340,320,18103,764,1
05095,"Monroe County, Arkansas",2893,234,2188,524,1
05097,"Montgomery County, Arkansas",1215,247,1362,474,0
05099,"Nevada County, Arkansas",2416,287,2394,741,1
05101,"Newton County, Arkansas",829,221,1106,435,0
05103,"Ouachita County, Arkansas",9118,341,7081,573,0
05105,"Perry County, Arkansas",1041,276,1223,526,0
05107,"Phillips County, Arkansas",7812,278,5649,572,1
05109,"Pike County, Arkansas",2735,236,2338,528,1
05111,"Poinsett County, Arkansas",6265,259,5092,622,1
05113,"Polk County, Arkansas",4887,251,5945,537,1
05115,"Pope County, Arkansas",17864,351,27052,721,1
05117,"Prairie County, Arkansas",1830,266,1539,595,1
05119,"Pulaski County, Arkansas",199543,396,241882,887,1
05121,"Randolph County, Arkansas",4536,270,4239,500,0
05123,"St. Francis County, Arkansas",7913,298,7812,647,1
05125,"Saline County, Arkansas",12262,344,22354,599,0
05127,"Scott County, Arkansas",2613,256,3066,502,0
05129,"Searcy County, Arkansas",1683,209,1542,454,1
05131,"Sebastian County, Arkansas",59773,356,64597,769,1
05133,"Sevier County, Arkansas",4399,275,4730,589,1
05135,"Sharp County, Arkansas",2453,256,3724,515,1
05137,"Stone County, Arkansas",2108,229,2417,473,1
05139,"Union County, Arkansas",19029,358,18042,1025,1
05141,"Van Buren County, Arkansas",2732,251,3921,838,2
05143,"Washington County, Arkansas",53609,346,97681,774,1
05145,"White County, Arkansas",16094,309,24375,665,1
05147,"Woodruff County, Arkansas",2275,266,1812,567,1
05149,"Yell County, Arkansas",5842,267,6414,524,0
06001,"Alameda County, California",585206,527,715027,1339,1
06003,"Alpine County, California",1243,247,528,684,1
06005,"Amador County, California",7830,420,11280,786,0
06007,"Butte County, California",58978,340,76218,725,1
06009,"Calaveras County, California",6221,350,8294,683,0
06011,"Colusa County, California",5305,336,7830,753,1
06013,"Contra Costa County, California",293179,527,340080,1293,1
06015,"Del Norte County, California",6072,387,7714,684,0
06017,"El Dorado County, California",30259,364,50480,867,1
06019,"Fresno County, California",255729,380,352118,770,1
06021,"Glenn County, California",7616,333,8613,693,1
06023,"Humboldt County, California",42717,373,45825,701,0
06025,"Imperial County, California",47329,330,64234,665,1
06027,"Inyo County, California",7288,366,7479,809,1
06029,"Kern County, California",191281,431,301829,871,1
06031,"Kings County, California",27639,417,43859,741,0
06033,"Lake County, California",10209,344,15033,697,1
06035,"Lassen County, California",6970,402,10052,788,0
06037,"Los Angeles County, California",4271547,531,4179832,1118,1
06039,"Madera County, California",24268,345,44977,731,1
06041,"Marin County, California",95237,489,109718,1234,1
06043,"Mariposa County, California",4681,332,4639,652,0
06045,"Mendocino County, California",25769,369,30798,658,0
06047,"Merced County, California",51176,342,71777,733,1
06049,"Modoc County, California",2467,324,2258,642,0
06051,"Mono County, California",6308,307,7204,627,1
06053,"Monterey County, California",128799,392,162197,847,1
06055,"Napa County, California",42835,405,71948,940,1
06057,"Nevada County, California",20593,361,29746,778,1
06059,"Orange County, California",1224700,510,1495743,1220,1
06061,"Placer County, California",60015,412,145389,988,1
06063,"Plumas County, California",5687,375,5341,746,0
06065,"Riverside County, California",331529,416,644370,862,1
06067,"Sacramento County, California",487641,481,614172,1104,1
06069,"San Benito County, California",10166,383,14869,818,1
06071,"San Bernardino County, California",406233,416,676457,811,0
06073,"San Diego County, California",992108,456,1344703,1130,1
06075,"San Francisco County, California",573777,615,655870,2068,2
06077,"San Joaquin County, California",159851,417,223424,816,0
06079,"San Luis Obispo County, California",74388,395,112464,805,1
06081,"San Mateo County, California",306679,558,375597,2053,2
06083,"Santa Barbara County, California",162703,444,188481,934,1
06085,"Santa Clara County, California",845458,613,993351,2195,2
06087,"Santa Cruz County, California",89286,421,94357,854,1
06089,"Shasta County, California",50002,396,61419,748,0
06091,"Sierra County, California",863,437,458,584,0
06093,"Siskiyou County, California",13245,329,12441,672,1
06095,"Solano County, California",95348,456,127538,1051,1
06097,"Sonoma County, California",143256,416,192277,922,1
06099,"Stanislaus County, California",128271,387,173043,828,1
06101,"Sutter County, California",17225,346,26983,739,1
06103,"Tehama County, California",11957,352,16364,725,1
06105,"Trinity County, California",2902,345,2469,654,0
06107,"Tulare County, California",101213,334,149197,687,1
06109,"Tuolumne County, California",12858,361,16555,753,1
06111,"Ventura County, California",245918,449,314531,1037,1
06113,"Yolo County, California",63106,439,92964,1011,1
06115,"Yuba County, California",17905,413,15571,881,1
08001,"Adams County, Colorado",90472,435,186685,932,1
08003,"Alamosa County, Colorado",4926,285,7607,681,1
08005,"Arapahoe County, Colorado",167958,486,309373,1249,1
08007,"Archuleta County, Colorado",1343,267,3631,592,1
08009,"Baca County, Colorado",1003,247,1103,519,1
08011,"Bent County, Colorado",1333,354,1142,604,0
08013,"Boulder County, Colorado",115073,426,169347,1193,1
08015,"Chaffee County, Colorado",3981,293,6776,614,1
08017,"Cheyenne County, Colorado",660,333,729,739,1
08019,"Clear Creek County, Colorado",2506,366,3218,1045,1
08021,"Conejos County, Colorado",1186,282,1376,564,1
08023,"Costilla County, Colorado",612,274,753,520,0
08025,"Crowley County, Colorado",759,367,1061,730,0
08027,"Custer County, Colorado",302,218,816,553,1
08029,"Delta County, Colorado",4633,279,7980,634,1
08031,"Denver County, Colorado",378065,509,467720,1349,1
08033,"Dolores County, Colorado",398,291,1083,1194,3
08035,"Douglas County, Colorado",12229,398,109008,1224,2
08037,"Eagle County, Colorado",17058,329,33545,789,1
08039,"Elbert County, Colorado",1116,277,3206,676,1
08041,"El Paso County, Colorado",149261,395,249601,888,1
08043,"Fremont County, Colorado",8169,342,12774,715,1
08045,"Garfield County, Colorado",11173,369,24540,902,1
08047,"Gilpin County, Colorado",262,284,4937,722,1
08049,"Grand County, Colorado",4893,258,7668,595,1
08051,"Gunnison County, Colorado",5284,256,7912,646,1
08053,"Hinsdale County, Colorado",112,243,230,557,1
08055,"Huerfano County, Colorado",1160,271,1555,531,0
08057,"Jackson County, Colorado",423,353,494,622,0
08059,"Jefferson County, Colorado",157921,475,222533,1020,1
08061,"Kiowa County, Colorado",386,268,407,650,1
08063,"Kit Carson County, Colorado",2390,264,3039,628,1
08065,"Lake County, Colorado",1786,347,2310,619,0
08067,"La Plata County, Colorado",12717,308,24696,833,1
08069,"Larimer County, Colorado",70821,390,141676,906,1
08071,"Las Animas County, Colorado",3371,278,4791,738,1
08073,"Lincoln County, Colorado",1420,271,2085,671,1
08075,"Logan County, Colorado",6427,304,8308,672,1
08077,"Mesa County, Colorado",32841,349,58693,785,1
08079,"Mineral County, Colorado",260,255,584,523,1
08081,"Moffat County, Colorado",4018,469,4620,849,0
08083,"Montezuma County, Colorado",5552,317,8552,657,1
08085,"Montrose County, Colorado",8128,315,13658,682,1
08087,"Morgan County, Colorado",7760,291,11955,755,1
08089,"Otero County, Colorado",6046,267,5694,623,1
08091,"Ouray County, Colorado",560,293,1551,689,1
08093,"Park County, Colorado",823,322,2102,650,1
08095,"Phillips County, Colorado",1128,269,1623,688,1
08097,"Pitkin County, Colorado",15159,368,17910,897,1
08099,"Prowers County, Colorado",4603,288,4388,622,1
08101,"Pueblo County, Colorado",41321,345,57437,740,1
08103,"Rio Blanco County, Colorado",2310,417,2842,1031,1
08105,"Rio Grande County, Colorado",3627,314,3700,636,1
08107,"Routt County, Colorado",9398,325,15022,849,1
08109,"Saguache County, Colorado",928,267,1492,548,1
08111,"San Juan County, Colorado",368,525,244,468,0
08113,"San Miguel County, Colorado",2321,278,5806,801,1
08115,"Sedgwick County, Colorado",783,232,797,638,1
08117,"Summit County, Colorado",13930,280,22800,627,1
08119,"Teller County, Colorado",1799,268,6484,698,1
08121,"Washington County, Colorado",1076,285,1239,789,1
08123,"Weld County, Colorado",44829,390,101702,932,1
08125,"Yuma County, Colorado",2469,282,3931,716,1
09001,"Fairfield County, Connecticut",407221,659,414362,1935,1
09003,"Hartford County, Connecticut",527704,553,497913,1407,1
09005,"Litchfield County, Connecticut",60904,455,59979,801,0
09007,"Middlesex County, Connecticut",63761,493,66285,970,0
09009,"New Haven County, Connecticut",358874,481,355032,1034,1
09011,"New London County, Connecticut",108594,466,118362,1034,1
09013,"Tolland County, Connecticut",34568,430,40308,815,0
09015,"Windham County, Connecticut",33130,413,39183,782,0
10001,"Kent County, Delaware",40140,375,63751,755,1
10003,"New Castle County, Delaware",244024,517,279745,1271,1
10005,"Sussex County, Delaware",44681,335,67873,699,1
11001,District of Columbia,668531,630,732355,1759,1
12001,"Alachua County, Florida",93199,347,121753,803,1
12003,"Baker County, Florida",4845,293,7030,570,0
12005,"Bay County, Florida",48555,324,74495,711,1
12007,"Bradford County, Florida",5574,306,6308,654,1
12009,"Brevard County, Florida",160785,435,192852,861,0
12011,"Broward County, Florida",500706,417,754115,925,1
12013,"Calhoun County, Florida",2502,295,2899,552,0
12015,"Charlotte County, Florida",27885,334,44924,645,0
12017,"Citrus County, Florida",21985,336,31358,664,0
12019,"Clay County, Florida",25906,318,47115,667,1
12021,"Collier County, Florida",77195,332,139196,826,1
12023,"Columbia County, Florida",13330,314,22974,671,1
12027,"DeSoto County, Florida",8453,270,8510,618,1
12029,"Dixie County, Florida",2356,300,2525,599,0
12031,"Duval County, Florida",339269,425,463891,993,1
12033,"Escambia County, Florida",107776,368,123859,769,1
12035,"Flagler County, Florida",7635,317,20763,607,0
12037,"Franklin County, Florida",2022,275,3256,558,1
12039,"Gadsden County, Florida",13775,308,12449,609,0
12041,"Gilchrist County, Florida",1816,303,3201,592,0
12043,"Glades County, Florida",1013,306,1431,700,1
12045,"Gulf County, Florida",3382,393,3558,614,0
12047,"Hamilton County, Florida",4445,558,3031,820,0
12049,"Hardee County, Florida",7619,250,8279,555,1
12051,"Hendry County, Florida",11254,306,12392,675,1
12053,"Hernando County, Florida",20289,316,39229,616,0
12055,"Highlands County, Florida",21223,288,27328,591,1
12057,"Hillsborough County, Florida",438864,397,637910,971,1
12059,"Holmes County, Florida",3240,246,3230,525,1
12061,"Indian River County, Florida",36239,346,49487,717,1
12063,"Jackson County, Florida",13320,298,14141,635,1
12065,"Jefferson County, Florida",2711,272,2517,585,1
12067,"Lafayette County, Florida",1120,274,1506,529,0
12069,"Lake County, Florida",45941,322,88819,648,1
12071,"Lee County, Florida",128265,354,240108,762,1
12073,"Leon County, Florida",109429,365,142598,774,1
12075,"Levy County, Florida",5624,284,8635,552,0
12077,"Liberty County, Florida",1405,302,1904,634,1
12079,"Madison County, Florida",4491,294,4294,599,1
12081,"Manatee County, Florida",75432,337,116335,725,1
12083,"Marion County, Florida",63021,326,96021,664,1
12085,"Martin County, Florida",39782,382,61770,753,0
12086,"Miami-Dade County, Florida",875131,437,1070456,976,1
12087,"Monroe County, Florida",31241,335,40968,720,1
12089,"Nassau County, Florida",11805,393,19975,796,1
12091,"Okaloosa County, Florida",52622,323,77652,805,1
12093,"Okeechobee County, Florida",8236,300,10779,649,1
12095,"Orange County, Florida",426346,413,748607,890,1
12097,"Osceola County, Florida",37236,307,82902,672,1
12099,"Palm Beach County, Florida",374634,437,562958,999,1
12101,"Pasco County, Florida",63990,309,108056,659,1
12103,"Pinellas County, Florida",349730,379,403171,865,1
12105,"Polk County, Florida",163159,358,202933,734,1
12107,"Putnam County, Florida",16153,355,16379,666,0
12109,"St. Johns County, Florida",26152,316,64861,818,1
12111,"St. Lucie County, Florida",48110,353,70992,697,0
12113,"Santa Rosa County, Florida",17029,318,34212,650,1
12115,"Sarasota County, Florida",116416,353,158561,793,1
12117,"Seminole County, Florida",90766,370,170319,829,1
12119,"Sumter County, Florida",6387,301,26115,683,1
12121,"Suwannee County, Florida",7332,293,10980,582,0
12123,"Taylor County, Florida",6494,376,6733,727,0
12125,"Union County, Florida",3512,334,3501,620,0
12127,"Volusia County, Florida",123501,324,159641,692,1
12129,"Wakulla County, Florida",2517,339,5267,619,0
12131,"Walton County, Florida",7365,273,22021,612,1
12133,"Washington County, Florida",4052,310,5533,609,0
13001,"Appling County, Georgia",4988,491,6608,986,1
13003,"Atkinson County, Georgia",1507,278,1865,590,1
13005,"Bacon County, Georgia",3371,265,3768,569,1
13007,"Baker County, Georgia",645,291,410,672,1
13009,"Baldwin County, Georgia",17961,340,15085,661,0
13011,"Banks County, Georgia",2219,228,3589,569,1
13013,"Barrow County, Georgia",8573,341,17595,657,0
13015,"Bartow County, Georgia",19955,373,33629,777,1
13017,"Ben Hill County, Georgia",6340,312,5580,546,0
13019,"Berrien County, Georgia",4581,317,3306,627,0
13021,"Bibb County, Georgia",75169,399,81909,774,0
13023,"Bleckley County, Georgia",3249,304,2553,529,0
13025,"Brantley County, Georgia",1327,293,2073,539,0
13027,"Brooks County, Georgia",3397,248,2994,591,1
13029,"Bryan County, Georgia",2501,271,7113,616,1
13031,"Bulloch County, Georgia",13936,303,24400,605,0
13033,"Burke County, Georgia",6243,450,6815,1328,1
13035,"Butts County, Georgia",3597,295,5923,614,1
13037,"Calhoun County, Georgia",1344,250,1114,528,1
13039,"Camden County, Georgia",8989,413,16109,865,1
13043,"Candler County, Georgia",2263,281,2803,514,0
13045,"Carroll County, Georgia",27314,340,38695,729,1
13047,"Catoosa County, Georgia",11212,320,14664,616,0
13049,"Charlton County, Georgia",1736,286,1967,626,1
13051,"Chatham County, Georgia",102602,407,141796,850,1
13053,"Chattahoochee County, Georgia",6092,427,2348,917,1
13055,"Chattooga County, Georgia",7043,303,6142,600,0
13057,"Cherokee County, Georgia",15779,309,51333,720,1
13059,"Clarke County, Georgia",52095,379,64990,827,1
13061,"Clay County, Georgia",553,224,507,526,1
13063,"Clayton County, Georgia",82618,472,115826,991,1
13065,"Clinch County, Georgia",1848,320,2234,615,0
13067,"Cobb County, Georgia",181096,449,326329,1125,1
13069,"Coffee County, Georgia",11801,301,15344,588,0
13071,"Colquitt County, Georgia",12142,296,14230,570,0
13073,"Columbia County, Georgia",12602,315,30759,674,1
13075,"Cook County, Georgia",3952,272,3817,504,0
13077,"Coweta County, Georgia",17682,377,36608,708,0
13079,"Crawford County, Georgia",940,255,1295,580,1
13081,"Crisp County, Georgia",8014,270,8009,619,1
13083,"Dade County, Georgia",2467,292,3308,637,1
13085,"Dawson County, Georgia",1095,306,7377,515,0
13087,"Decatur County, Georgia",10146,323,8112,608,0
13089,"DeKalb County, Georgia",271885,484,285169,1066,1
13091,"Dodge County, Georgia",4295,277,4969,560,1
13093,"Dooly County, Georgia",2627,278,2886,558,1
13095,"Dougherty County, Georgia",46808,383,46338,748,0
13097,"Douglas County, Georgia",18075,334,39303,660,0
13099,"Early County, Georgia",4680,408,4311,757,0
13101,"Echols County, Georgia",250,275,721,571,1
13103,"Effingham County, Georgia",4069,389,9371,760,0
13105,"Elbert County, Georgia",6933,290,5611,576,0
13107,"Emanuel County, Georgia",7773,278,6679,576,1
13109,"Evans County, Georgia",3270,264,4315,544,1
13111,"Fannin County, Georgia",3358,259,5565,541,1
13113,"Fayette County, Georgia",19657,326,39325,775,1
13115,"Floyd County, Georgia",35057,384,37793,749,0
13117,"Forsyth County, Georgia",11217,350,67439,926,1
13119,"Franklin County, Georgia",5417,293,7301,617,1
13121,"Fulton County, Georgia",584223,543,776075,1514,1
13123,"Gilmer County, Georgia",4982,292,7037,552,0
13125,"Glascock County, Georgia",611,271,395,474,0
13127,"Glynn County, Georgia",29646,343,35333,748,1
13129,"Gordon County, Georgia",16865,352,21146,735,1
13131,"Grady County, Georgia",5946,261,5917,583,1
13133,"Greene County, Georgia",4133,284,5439,622,1
13135,"Gwinnett County, Georgia",135432,463,327926,1003,1
13137,"Habersham County, Georgia",12125,320,14389,633,0
13139,"Hall County, Georgia",42156,365,77418,823,1
13141,"Hancock County, Georgia",1728,246,1628,633,1
13143,"Haralson County, Georgia",6591,300,6308,703,1
13145,"Harris County, Georgia",3262,254,4354,508,1
13147,"Hart County, Georgia",7398,333,5942,672,1
13149,"Heard County, Georgia",1819,380,2174,943,1
13151,"Henry County, Georgia",13180,394,52437,683,0
13153,"Houston County, Georgia",38085,389,56173,851,1
13155,"Irwin County, Georgia",1751,272,1750,588,1
13157,"Jackson County, Georgia",8971,320,21038,706,1
13159,"Jasper County, Georgia",1892,354,2080,557,0
13161,"Jeff Davis County, Georgia",5740,323,4474,598,0
13163,"Jefferson County, Georgia",5594,317,4506,638,1
13165,"Jenkins County, Georgia",2258,255,1341,527,1
13167,"Johnson County, Georgia",2368,204,1629,555,1
13169,"Jones County, Georgia",2186,312,4220,608,0
13171,"Lamar County, Georgia",3463,276,3608,622,1
13173,"Lanier County, Georgia",1115,245,1346,575,1
13175,"Laurens County, Georgia",16504,336,17318,681,1
13177,"Lee County, Georgia",1802,300,5711,592,0
13179,"Liberty County, Georgia",10078,320,18007,710,1
13181,"Lincoln County, Georgia",1713,247,1297,539,1
13183,"Long County, Georgia",367,263,925,529,1
13185,"Lowndes County, Georgia",31714,322,47880,634,0
13187,"Lumpkin County, Georgia",3433,306,6855,601,0
13189,"McDuffie County, Georgia",6530,284,6767,584,1
13191,"McIntosh County, Georgia",1778,255,1730,512,1
13193,"Macon County, Georgia",3905,379,2798,713,0
13195,"Madison County, Georgia",2077,297,2970,564,0
13197,"Marion County, Georgia",1653,229,1385,550,1
13199,"Meriwether County, Georgia",5879,325,4361,620,0
13201,"Miller County, Georgia",1175,261,1645,554,1
13205,"Mitchell County, Georgia",5985,258,7528,589,1
13207,"Monroe County, Georgia",5652,329,7393,711,1
13209,"Montgomery County, Georgia",1636,272,1561,610,1
13211,"Morgan County, Georgia",4631,322,6415,628,0
13213,"Murray County, Georgia",8710,351,9020,604,0
13215,"Muscogee County, Georgia",70817,376,93256,826,1
13217,"Newton County, Georgia",11389,357,22232,742,1
13219,"Oconee County, Georgia",2743,317,9728,689,1
13221,"Oglethorpe County, Georgia",1298,277,1729,496,0
13223,"Paulding County, Georgia",5433,306,21076,615,1
13225,"Peach County, Georgia",7050,361,8670,743,1
13227,"Pickens County, Georgia",3704,326,7293,799,1
13229,"Pierce County, Georgia",2586,259,3852,588,1
13231,"Pike County, Georgia",1209,284,2701,590,1
13233,"Polk County, Georgia",9128,328,11321,642,0
13235,"Pulaski County, Georgia",2400,273,2765,672,1
13237,"Putnam County, Georgia",4162,345,5304,583,0
13239,"Quitman County, Georgia",155,314,388,545,0
13241,"Rabun County, Georgia",4090,276,4326,556,1
13243,"Randolph County, Georgia",2363,251,1886,552,1
13245,"Richmond County, Georgia",98966,384,104061,822,1
13247,"Rockdale County, Georgia",19431,385,31271,825,1
13249,"Schley County, Georgia",1011,305,992,637,1
13251,"Screven County, Georgia",4033,310,3287,571,0
13253,"Seminole County, Georgia",2020,275,2298,578,1
13255,"Spalding County, Georgia",18578,323,21108,692,1
13257,"Stephens County, Georgia",10207,325,8961,710,1
13259,"Stewart County, Georgia",1100,258,1143,707,1
13261,"Sumter County, Georgia",11923,324,10842,688,1
13263,"Talbot County, Georgia",792,299,722,607,1
13265,"Taliaferro County, Georgia",228,246,195,483,0
13267,"Tattnall County, Georgia",5452,290,5734,589,1
13269,"Taylor County, Georgia",1600,315,1607,592,0
13271,"Telfair County, Georgia",4455,286,3706,511,0
13273,"Terrell County, Georgia",2883,257,2404,570,1
13275,"Thomas County, Georgia",17081,317,19937,802,1
13277,"Tift County, Georgia",16131,323,18441,755,1
13279,"Toombs County, Georgia",8945,276,11487,639,1
